C:\Users\const\Documents\automatic-id\testfolder\test\test2.txt,250617144136.157371,.txt
C:\Users\const\Documents\automatic-id\testfolder\test1.txt,250617144238.284900,.txt
C:\Users\const\Documents\automatic-id\testfolder\testdoc.docx,250617144553.992747,.docx
C:\Users\const\Documents\automatic-id\testfolder\test\test2.txt,250617144831.405569,.txt
